     0.250000000000E+000     0.000000000000E+000
     0.750000000000E+000     0.000000000000E+000
     0.125000000000E+001     0.000000000000E+000
     0.175000000000E+001     0.000000000000E+000
     0.225000000000E+001     0.000000000000E+000
     0.275000000000E+001     0.000000000000E+000
     0.325000000000E+001     0.000000000000E+000
     0.375000000000E+001     0.000000000000E+000
     0.425000000000E+001     0.000000000000E+000
     0.475000000000E+001     0.000000000000E+000
     0.525000000000E+001     0.000000000000E+000
     0.575000000000E+001     0.000000000000E+000
     0.625000000000E+001     0.000000000000E+000
     0.675000000000E+001     0.000000000000E+000
     0.725000000000E+001     0.000000000000E+000
     0.775000000000E+001     0.000000000000E+000
     0.825000000000E+001     0.000000000000E+000
     0.875000000000E+001     0.000000000000E+000
     0.925000000000E+001     0.000000000000E+000
     0.975000000000E+001     0.000000000000E+000
     0.102500000000E+002     0.000000000000E+000
     0.107500000000E+002     0.000000000000E+000
     0.112500000000E+002     0.000000000000E+000
     0.117500000000E+002     0.000000000000E+000
